date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days,units_sold_imputed,closing_stock_imputed,lead_time_assumed,avg_sold_7d,avg_sold_14d,avg_sold_28d,std_sold_28d,cv_sold_28d,trend_ratio,is_stockout_day,stockout_rate_28d,days_of_cover,cover_vs_leadtime
2026-01-17,SKU-1000,Snacks,78.0,0,1128.0,7,False,False,False,99.14285714285714,102.57142857142857,114.41176470588235,53.924784217845286,0.4713220214413213,0.7925088500628069,0,0.0,10.997214484679667,1.5710306406685237
2026-01-18,SKU-1000,Snacks,122.0,0,1006.0,7,False,False,False,114.57142857142857,105.92857142857143,114.83333333333333,52.34529025389682,0.45583707042580685,0.9962732919254659,0,0.0,9.496965610249495,1.356709372892785
2026-01-19,SKU-1000,Snacks,71.0,0,935.0,7,False,False,False,114.57142857142857,105.92857142857143,112.52631578947368,51.85489200221521,0.46082457813006966,1.0290846877673225,0,0.0,8.82670262980445,1.2609575185434927
2026-01-20,SKU-1000,Snacks,105.0,0,830.0,7,False,False,False,110.71428571428571,106.07142857142857,112.15,50.499895778944044,0.4502888611586629,0.9804398598676528,0,0.0,7.824915824915825,1.1178451178451179
2026-01-21,SKU-1000,Snacks,122.0,0,708.0,7,False,False,False,111.14285714285714,105.28571428571429,112.61904761904762,49.26811970278162,0.43747590433759576,0.980466288594833,0,0.0,6.724559023066486,0.9606512890094979
2026-01-22,SKU-1000,Snacks,82.0,0,626.0,7,False,False,False,102.42857142857143,103.57142857142857,111.22727272727273,48.5218966949403,0.43624100011797573,0.8851851851851853,0,0.0,6.0441379310344825,0.863448275862069
2026-01-23,SKU-1000,Snacks,112.0,0,514.0,7,False,False,False,98.85714285714286,103.57142857142857,111.26086956521739,47.40657548494181,0.4260848910330839,0.9357674104124409,0,0.0,4.962758620689655,0.7089655172413794
2026-01-24,SKU-1000,Snacks,124.0,0,390.0,7,False,False,False,105.42857142857143,102.28571428571429,111.79166666666667,46.437409176379475,0.4153924041122279,1.0278551532033426,0,0.0,3.812849162011173,0.5446927374301676
2026-01-25,SKU-1000,Snacks,83.0,1000,1307.0,7,False,False,False,99.85714285714286,107.21428571428571,110.64,45.82292002917317,0.41416232853554924,0.942683749157114,0,0.0,12.190539640239841,1.7415056628914058
2026-01-26,SKU-1000,Snacks,181.0,0,1126.0,7,False,False,False,115.57142857142857,115.07142857142857,113.34615384615384,46.96972838558239,0.41439190296068623,1.091031692515172,0,0.0,9.785226567349472,1.397889509621353
2026-01-27,SKU-1000,Snacks,116.0,0,1010.0,7,False,False,False,117.14285714285714,113.92857142857143,113.44444444444444,46.06043966967861,0.4060175876857076,1.1043771043771045,0,0.0,8.865203761755486,1.2664576802507839
2026-01-28,SKU-1000,Snacks,79.0,0,931.0,7,False,False,False,111.0,111.07142857142857,112.21428571428571,45.665739765822124,0.40695121369924236,1.0542740841248304,0,0.0,8.381993569131833,1.197427652733119
2026-01-29,SKU-1000,Snacks,97.0,0,834.0,7,False,False,False,113.14285714285714,107.78571428571429,111.75,45.755084720474265,0.4094414740087183,1.0924137931034483,0,0.0,7.737574552683896,1.1053677932405566
2026-01-30,SKU-1000,Snacks,90.0,0,744.0,7,False,False,False,110.0,104.42857142857143,105.03571428571429,32.25877100694177,0.3071219273017237,1.0620689655172415,0,0.0,7.124487004103967,1.0177838577291383
2026-01-31,SKU-1000,Snacks,122.0,0,622.0,7,False,False,False,109.71428571428571,107.57142857142857,105.07142857142857,32.277648006733095,0.3071971938098323,1.0726256983240223,0,0.0,5.7822045152722445,0.8260292164674635
2026-02-01,SKU-1000,Snacks,76.0,0,546.0,7,False,False,False,108.71428571428571,104.28571428571429,105.10714285714286,32.24367785946203,0.30676961606012126,1.0139906728847434,0,0.0,5.235616438356164,0.747945205479452
2026-02-02,SKU-1000,Snacks,106.0,0,440.0,7,False,False,False,98.0,106.78571428571429,106.35714285714286,31.543285117102755,0.2965789064066075,0.8516449410304159,0,0.0,4.120401337792642,0.588628762541806
2026-02-03,SKU-1000,Snacks,106.0,0,334.0,7,False,False,False,96.57142857142857,106.85714285714286,106.46428571428571,31.53655391453278,0.29621721221298825,0.8476489028213166,0,0.0,3.125668449197861,0.44652406417112295
2026-02-04,SKU-1000,Snacks,108.0,0,226.0,7,False,False,False,100.71428571428571,105.85714285714286,105.57142857142857,31.108446597916938,0.2946672884782389,0.9067524115755626,0,0.0,2.134952766531714,0.3049932523616734
2026-02-05,SKU-1000,Snacks,92.0,0,134.0,7,False,False,False,100.0,106.57142857142857,105.07142857142857,31.213634925958324,0.29707062472020157,0.927766732935719,0,0.0,1.257372654155496,0.17962466487935655
2026-02-06,SKU-1000,Snacks,93.0,0,41.0,7,False,False,False,100.42857142857143,105.21428571428571,104.39285714285714,31.263917535755812,0.29948330174518056,0.9616963064295486,0,0.0,0.3896809232858113,0.055668703326544465
2026-02-07,SKU-1000,Snacks,111.0,0,0.0,7,False,False,False,98.85714285714286,104.28571428571429,103.28571428571429,30.420335721303697,0.2945260719904922,0.9189907038512617,1,0.03571428571428571,0.0,0.0
2026-02-08,SKU-1000,Snacks,89.0,0,0.0,7,False,False,False,100.71428571428571,104.71428571428571,105.96428571428571,25.10493848843165,0.236918866759719,0.9657534246575341,1,0.07142857142857142,0.0,0.0
2026-02-09,SKU-1000,Snacks,137.0,0,0.0,7,False,False,False,105.14285714285714,101.57142857142857,108.32142857142857,24.797033232684456,0.2289208475157154,0.9846153846153846,1,0.10714285714285714,0.0,0.0
2026-02-10,SKU-1000,Snacks,89.0,822,733.0,7,False,False,False,102.71428571428571,99.64285714285714,106.78571428571429,24.607070864041027,0.23043410842580225,0.9612299465240641,0,0.10714285714285714,7.356272401433692,1.0508960573476702
2026-02-11,SKU-1000,Snacks,133.0,1132,1732.0,7,False,False,False,106.28571428571429,103.5,107.28571428571429,25.003491819635983,0.2330551834053953,1.0040485829959513,0,0.10714285714285714,16.734299516908212,2.3906142167011732
2026-02-12,SKU-1000,Snacks,112.0,0,1620.0,7,False,False,False,109.14285714285714,104.57142857142857,106.17857142857143,24.030926942909424,0.2263255817024769,1.0241286863270778,0,0.10714285714285714,15.491803278688526,2.2131147540983607
2026-02-13,SKU-1000,Snacks,118.0,0,1502.0,7,False,False,False,112.71428571428571,106.57142857142857,105.5,23.388031127053008,0.22168749883462566,1.0712830957230142,0,0.10714285714285714,14.093833780160859,2.0134048257372656
2026-02-14,SKU-1000,Snacks,104.0,0,1398.0,7,False,True,False,111.71428571428571,105.28571428571429,106.42857142857143,22.763565058661055,0.21388584618876158,1.0712328767123287,0,0.10714285714285714,13.278154681139755,1.896879240162822
2026-02-15,SKU-1000,Snacks,105.0,0,1293.0,7,False,False,False,114.0,107.35714285714286,105.82142857142857,22.558653708562876,0.2131766128382587,1.0886766712141884,0,0.10714285714285714,12.043912175648702,1.7205588822355289
2026-02-16,SKU-1000,Snacks,125.0,0,1168.0,7,False,False,False,112.28571428571429,108.71428571428571,107.75,21.765798859678924,0.20200277363971159,1.1054852320675106,0,0.10714285714285714,10.743758212877793,1.5348226018396847
2026-02-17,SKU-1000,Snacks,143.0,0,1025.0,7,False,False,False,120.0,111.35714285714286,109.10714285714286,22.750399729030875,0.20851430193547119,1.2043010752688172,0,0.10714285714285714,9.204618345093008,1.3149454778704297
2026-02-18,SKU-1000,Snacks,86.0,0,939.0,7,False,False,False,113.28571428571429,109.78571428571429,107.82142857142857,23.010550835115833,0.2134135221541051,1.0945479641131817,0,0.10714285714285714,8.553025374105399,1.2218607677293427
2026-02-19,SKU-1000,Snacks,81.0,0,858.0,7,False,False,False,108.85714285714286,109.0,107.78571428571429,23.052849334385165,0.21387666711821887,1.0409836065573772,0,0.10714285714285714,7.871559633027523,1.124508519003932
2026-02-20,SKU-1000,Snacks,105.0,0,753.0,7,False,False,False,107.0,109.85714285714286,107.53571428571429,23.043408542328923,0.21428609737137488,1.0040214477211797,0,0.10714285714285714,6.854356306892067,0.9791937581274383
2026-02-21,SKU-1000,Snacks,92.0,0,661.0,7,False,False,False,105.28571428571429,108.5,106.39285714285714,22.9900772246126,0.21608666072143434,1.0,0,0.10714285714285714,6.092165898617512,0.8703094140882159
2026-02-22,SKU-1000,Snacks,113.0,978,1526.0,7,False,False,False,106.42857142857143,110.21428571428571,107.46428571428571,22.554431514724133,0.20987839229387695,0.9913506320691949,0,0.10714285714285714,13.845755022683086,1.9779650032404408
2026-02-23,SKU-1000,Snacks,58.0,0,1468.0,7,False,False,False,96.85714285714286,104.57142857142857,103.07142857142857,19.468737658917345,0.18888588165269773,0.8909329829172142,0,0.10714285714285714,14.03825136612022,2.005464480874317
2026-02-24,SKU-1000,Snacks,109.0,0,1359.0,7,False,False,False,92.0,106.0,102.82142857142857,19.34109723692125,0.18810375916422195,0.8261706221937138,0,0.10714285714285714,12.820754716981131,1.8315363881401616
2026-02-25,SKU-1000,Snacks,139.0,0,1220.0,7,False,False,False,99.57142857142857,106.42857142857143,104.96428571428571,19.919248354956956,0.18977167537897066,0.9069616135328561,0,0.10714285714285714,11.463087248322147,1.6375838926174495
2026-02-26,SKU-1000,Snacks,110.0,0,1110.0,7,False,False,False,103.71428571428571,106.28571428571429,105.42857142857143,19.878200550926568,0.1885466176917154,0.9515072083879422,0,0.10714285714285714,10.443548387096774,1.4919354838709677
2026-02-27,SKU-1000,Snacks,64.0,0,1046.0,7,False,False,False,97.85714285714286,102.42857142857143,104.5,21.1896201004171,0.20277148421451768,0.8907672301690507,0,0.10714285714285714,10.211994421199442,1.4588563458856345
2026-02-28,SKU-1000,Snacks,57.0,0,989.0,7,False,False,False,92.85714285714286,99.07142857142857,102.17857142857143,22.70756697410795,0.2222341402569111,0.8558262014483213,0,0.10714285714285714,9.982696467195385,1.4260994953136266
2026-03-01,SKU-1000,Snacks,97.0,0,892.0,7,False,False,False,90.57142857142857,98.5,102.92857142857143,22.15087753704977,0.21520630500950505,0.8217757615035645,0,0.10714285714285714,9.055837563451776,1.293691080493111
2026-03-02,SKU-1000,Snacks,126.0,0,728.0,7,True,False,False,100.28571428571429,98.57142857142857,103.64285714285714,22.5720480793692,0.21778681813312806,0.959016393442623,0,0.10714285714285714,7.385507246376812,1.055072463768116
2026-03-03,SKU-1000,Snacks,156.0,939,1511.0,7,False,False,False,107.0,99.5,105.42857142857143,24.6477834198783,0.23378656360318173,1.009433962264151,0,0.10714285714285714,15.185929648241206,2.1694185211773154
2026-03-04,SKU-1000,Snacks,76.0,0,1435.0,7,False,False,False,98.0,98.78571428571429,104.28571428571429,25.25845240685617,0.24220433814793585,0.9208053691275168,0,0.10714285714285714,14.52639190166305,2.0751988430947215
2026-03-05,SKU-1000,Snacks,66.0,0,1369.0,7,False,False,False,91.71428571428571,97.71428571428571,103.35714285714286,26.18766218648872,0.2533706085769468,0.8629032258064515,0,0.10714285714285714,14.010233918128655,2.0014619883040936
2026-03-06,SKU-1000,Snacks,75.0,0,1294.0,7,False,False,False,93.28571428571429,95.57142857142857,102.71428571428571,26.66785711628521,0.25963143228650415,0.9107391910739191,0,0.10714285714285714,13.539611360239164,1.9342301943198805
2026-03-07,SKU-1000,Snacks,136.0,0,1158.0,7,False,False,False,104.57142857142857,98.71428571428571,103.60714285714286,27.36494010755272,0.2641221382321531,1.0555155010814707,0,0.07142857142857142,11.730824891461651,1.6758321273516645
2026-03-08,SKU-1000,Snacks,113.0,0,1045.0,7,False,False,False,106.85714285714286,98.71428571428571,104.46428571428571,27.266153408449863,0.2610093317731953,1.084844089920232,0,0.03571428571428571,10.586107091172215,1.5123010130246022
2026-03-09,SKU-1000,Snacks,89.0,0,956.0,7,False,False,False,101.57142857142857,100.92857142857143,102.75,26.646693909306965,0.2593352205285349,1.0304347826086957,0,0.0,9.472045293701344,1.3531493276716204
2026-03-10,SKU-1000,Snacks,197.0,0,759.0,7,False,False,False,107.42857142857143,107.21428571428571,106.60714285714286,31.8844433049681,0.299083555289483,1.0796841349605169,0,0.0,7.079280479680214,1.011325782811459
2026-03-11,SKU-1000,Snacks,120.0,0,639.0,7,False,False,False,113.71428571428571,105.85714285714286,106.14285714285714,31.579076858548216,0.2975148560024731,1.1511207519884308,0,0.0,6.036437246963563,0.8623481781376519
2026-03-12,SKU-1000,Snacks,113.0,0,526.0,7,False,True,False,120.42857142857143,106.07142857142857,106.17857142857143,31.586510917758428,0.29748479841817554,1.2324561403508774,0,0.0,4.958922558922559,0.7084175084175085
2026-03-13,SKU-1000,Snacks,95.0,0,431.0,7,False,False,False,123.28571428571429,108.28571428571429,105.35714285714286,31.56675969212421,0.2996167021625349,1.289985052316891,0,0.0,3.980211081794195,0.5686015831134564
2026-03-14,SKU-1000,Snacks,91.0,0,340.0,7,False,False,False,116.85714285714286,110.71428571428571,104.89285714285714,31.682848831077525,0.30204963134837276,1.1837916063675833,0,0.0,3.070967741935484,0.4387096774193549
2026-03-15,SKU-1000,Snacks,118.0,1120,1342.0,7,False,False,False,117.57142857142857,112.21428571428571,105.35714285714286,31.779581478392686,0.3016367055576255,1.191027496382055,0,0.0,11.959261616804584,1.7084659452577977
2026-03-16,SKU-1000,Snacks,140.0,0,1202.0,7,False,False,False,124.85714285714286,113.21428571428571,105.89285714285714,32.24597509849734,0.304515110542302,1.2370842179759378,0,0.0,10.617034700315457,1.5167192429022083
2026-03-17,SKU-1000,Snacks,109.0,0,1093.0,7,False,False,False,112.28571428571429,109.85714285714286,104.67857142857143,31.426638348439344,0.3002203595210855,1.0473017988007995,0,0.0,9.94928478543563,1.4213263979193758
2026-03-18,SKU-1000,Snacks,77.0,0,1016.0,7,False,False,False,106.14285714285714,109.92857142857143,104.35714285714286,31.669841110729248,0.3034755479467553,1.0026990553306343,0,0.0,9.242365172189734,1.3203378817413907
2026-03-19,SKU-1000,Snacks,56.0,0,960.0,7,False,False,False,98.0,109.21428571428571,103.46428571428571,32.68874780110479,0.3159423329067774,0.9239057239057239,0,0.0,8.790058862001308,1.2557226945716153
2026-03-20,SKU-1000,Snacks,151.0,0,809.0,7,False,False,False,106.0,114.64285714285714,105.10714285714286,33.90218968751821,0.32254886552854567,0.9788918205804749,0,0.0,7.056697819314642,1.0080996884735203
2026-03-21,SKU-1000,Snacks,85.0,0,724.0,7,False,False,False,105.14285714285714,111.0,104.85714285714286,34.027999675337405,0.32451770807542485,0.9496774193548387,0,0.0,6.5225225225225225,0.9317889317889317
2026-03-22,SKU-1000,Snacks,108.0,0,616.0,7,False,False,False,103.71428571428571,110.64285714285714,104.67857142857143,33.996790231310754,0.32477315812920543,0.9242520687460216,0,0.0,5.567462879276953,0.7953518398967077
2026-03-23,SKU-1000,Snacks,123.0,0,493.0,7,False,False,False,101.28571428571429,113.07142857142857,107.0,32.89264242845087,0.30740787316309226,0.8946372239747635,0,0.0,4.360075805432722,0.6228679722046746
2026-03-24,SKU-1000,Snacks,94.0,0,399.0,7,False,False,False,99.14285714285714,105.71428571428571,106.46428571428571,32.980894742099075,0.3097836473595351,0.9024707412223666,0,0.0,3.7743243243243247,0.5391891891891892
2026-03-25,SKU-1000,Snacks,107.0,0,292.0,7,False,False,False,103.42857142857143,104.78571428571429,105.32142857142857,32.36030212218597,0.30725278379830695,0.9408706952566601,0,0.0,2.7866394001363326,0.39809134287661896
2026-03-26,SKU-1000,Snacks,96.0,1114,1310.0,7,False,False,False,109.14285714285714,103.57142857142857,104.82142857142857,32.39347621956159,0.3090348668305706,0.999345977763244,0,0.0,12.648275862068965,1.806896551724138
2026-03-27,SKU-1000,Snacks,134.0,0,1176.0,7,False,False,False,106.71428571428571,106.35714285714286,107.32142857142857,31.82248630953646,0.2965156794233014,0.930841121495327,0,0.0,11.057085292142377,1.5795836131631966
2026-03-28,SKU-1000,Snacks,182.0,0,994.0,7,False,False,False,120.57142857142857,112.85714285714286,111.78571428571429,33.238038386270574,0.29733708460561536,1.0862290862290862,0,0.0,8.80759493670886,1.2582278481012656
2026-03-29,SKU-1000,Snacks,105.0,0,889.0,7,False,False,False,120.14285714285714,111.92857142857143,112.07142857142857,33.140473824177676,0.29570849811248406,1.0858618463524854,0,0.0,7.94256541161455,1.1346522016592213
2026-03-30,SKU-1000,Snacks,117.0,0,772.0,7,False,False,False,119.28571428571429,110.28571428571429,111.75,33.043882159155395,0.2956946949365136,1.054958938723942,0,0.0,7.0,1.0
2026-03-31,SKU-1000,Snacks,139.0,0,633.0,7,False,False,False,125.71428571428571,112.42857142857143,111.14285714285714,32.34961135002018,0.2910633411955544,1.1891891891891893,0,0.0,5.630241423125794,0.8043202033036848
2026-04-01,SKU-1000,Snacks,128.0,0,505.0,7,False,False,False,128.71428571428572,116.07142857142857,113.0,31.74434916175954,0.28092344390937646,1.2283571915473757,0,0.0,4.350769230769231,0.6215384615384616
2026-04-02,SKU-1000,Snacks,124.0,898,1279.0,7,False,False,False,132.71428571428572,120.92857142857143,115.07142857142857,30.42894403229653,0.2644352678163572,1.2813793103448277,0,0.0,10.576491435321914,1.5109273479031307
2026-04-03,SKU-1000,Snacks,108.0,0,1171.0,7,False,False,False,129.0,117.85714285714286,116.25,29.442505177228224,0.2532688617395976,1.2128945601074546,0,0.0,9.935757575757576,1.4193939393939394
2026-04-04,SKU-1000,Snacks,91.0,0,1080.0,7,False,False,False,116.0,118.28571428571429,114.64285714285714,29.55248223667863,0.25777866125451765,1.0278481012658227,0,0.0,9.130434782608695,1.3043478260869565
2026-04-05,SKU-1000,Snacks,72.0,0,1008.0,7,False,True,False,111.28571428571429,115.71428571428571,113.17857142857143,30.632896347298576,0.2706598604368445,0.994256541161455,0,0.0,8.711111111111112,1.2444444444444447
2026-04-06,SKU-1000,Snacks,86.0,0,922.0,7,False,False,False,106.85714285714286,113.07142857142857,113.07142857142857,30.725702320187622,0.2717371020105033,0.9689119170984456,0,0.0,8.154137713202779,1.1648768161718255
2026-04-07,SKU-1000,Snacks,93.0,0,811.0,7,True,False,False,100.28571428571429,113.0,109.35714285714286,26.14944838411799,0.23911971089330622,0.8919949174078781,0,0.0,7.176991150442478,1.0252844500632112
2026-04-08,SKU-1000,Snacks,100.0,0,711.0,7,False,False,False,96.28571428571429,112.5,108.64285714285714,26.12110582100554,0.2404309543024836,0.8295384615384616,0,0.0,6.32,0.9028571428571429
2026-04-09,SKU-1000,Snacks,155.0,0,556.0,7,False,False,False,100.71428571428571,116.71428571428571,110.14285714285714,27.547553881746467,0.25010749308978636,0.8328411104548139,0,0.0,4.763769889840882,0.6805385556915545
2026-04-10,SKU-1000,Snacks,119.0,1012,1449.0,7,False,False,False,102.28571428571429,115.64285714285714,111.0,27.432070984862197,0.24713577463839817,0.8678787878787879,0,0.0,12.52995676343422,1.7899938233477457
2026-04-11,SKU-1000,Snacks,80.0,0,1369.0,7,False,False,False,100.71428571428571,108.35714285714286,110.60714285714286,27.805327607964692,0.2513881734010369,0.8514492753623187,0,0.0,12.634146341463413,1.8048780487804876
2026-04-12,SKU-1000,Snacks,123.0,0,1246.0,7,False,False,False,108.0,109.64285714285714,110.78571428571429,27.870543514025623,0.25157163713498304,0.9333333333333333,0,0.0,11.364169381107493,1.6234527687296418
2026-04-13,SKU-1000,Snacks,92.0,0,1154.0,7,False,False,False,108.85714285714286,107.85714285714286,109.07142857142857,27.48053664286588,0.251949910281678,0.9627289955780165,0,0.0,10.699337748344371,1.528476821192053
2026-04-14,SKU-1000,Snacks,105.0,0,1049.0,7,False,False,False,110.57142857142857,105.42857142857143,108.92857142857143,27.491316570373396,0.25237929966244427,0.9785082174462705,0,0.0,9.949864498644986,1.4214092140921408
2026-04-15,SKU-1000,Snacks,117.0,0,932.0,7,False,False,False,113.0,104.64285714285714,110.35714285714286,26.801346408570023,0.2428600969061361,1.0044444444444445,0,0.0,8.906484641638226,1.2723549488054609
2026-04-16,SKU-1000,Snacks,118.0,0,814.0,7,False,False,False,107.71428571428571,104.21428571428571,112.57142857142857,24.616207505577943,0.21867189408508325,0.9228886168910648,0,0.0,7.81082933516107,1.115832762165867
2026-04-17,SKU-1000,Snacks,135.0,0,679.0,7,False,False,False,110.0,106.14285714285714,112.0,23.865363092891663,0.21308359904367555,0.9512044471896233,0,0.0,6.397039030955586,0.9138627187079409
2026-04-18,SKU-1000,Snacks,156.0,0,523.0,7,False,False,False,120.85714285714286,110.78571428571429,114.53571428571429,24.649366520080587,0.21521118258879215,1.115359261700725,0,0.0,4.7208252740167636,0.6744036105738234
2026-04-19,SKU-1000,Snacks,149.0,0,374.0,7,False,False,False,124.57142857142857,116.28571428571429,116.0,25.45147889176143,0.2194093007910468,1.136156351791531,0,0.0,3.2162162162162162,0.4594594594594595
2026-04-20,SKU-1000,Snacks,119.0,0,255.0,7,False,False,False,128.42857142857142,118.64285714285714,115.85714285714286,25.421941945396934,0.21942489965200807,1.1907284768211919,0,0.0,2.149307645996388,0.3070439494280554
2026-04-21,SKU-1000,Snacks,99.0,0,156.0,7,False,False,False,127.57142857142857,119.07142857142857,116.03571428571429,25.279888277497413,0.2178629953123815,1.2100271002710026,0,0.0,1.3101379724055189,0.1871625674865027
2026-04-22,SKU-1000,Snacks,76.0,0,80.0,7,False,False,False,121.71428571428571,117.35714285714286,114.92857142857143,26.34659099661391,0.22924317834219685,1.1631399317406144,0,0.0,0.6816798539257456,0.09738283627510651
2026-04-23,SKU-1000,Snacks,102.0,0,0.0,7,False,False,False,119.42857142857143,113.57142857142857,115.14285714285714,26.210987639077487,0.22763885046345214,1.1459904043865663,1,0.03571428571428571,0.0,0.0
2026-04-24,SKU-1000,Snacks,117.0,0,0.0,7,False,False,False,116.85714285714286,113.42857142857143,114.53571428571429,25.953636928979137,0.22659863860661547,1.100942126514132,1,0.07142857142857142,0.0,0.0
2026-04-25,SKU-1000,Snacks,76.0,909,833.0,7,False,False,False,105.42857142857143,113.14285714285714,110.75,23.348606112729886,0.21082262855738046,0.9516441005802707,0,0.07142857142857142,7.362373737373738,1.051767676767677
2026-04-26,SKU-1000,Snacks,124.0,0,709.0,7,False,False,False,101.85714285714286,113.21428571428571,111.42857142857143,23.451176344858947,0.21045927488975977,0.8759213759213759,0,0.07142857142857142,6.262460567823344,0.8946372239747634
2026-04-27,SKU-1000,Snacks,125.0,907,1491.0,7,False,False,False,102.71428571428571,115.57142857142857,111.71428571428571,23.570001560139392,0.21098466869689994,0.8657435279951836,0,0.07142857142857142,12.901112484548825,1.8430160692212607
2026-04-28,SKU-1000,Snacks,128.0,0,1363.0,7,False,False,False,106.85714285714286,117.21428571428571,111.32142857142857,23.186927305781545,0.2082880861603732,0.8974205158968207,0,0.07142857142857142,11.628275441803778,1.6611822059719683
2026-04-29,SKU-1000,Snacks,42.0,0,1321.0,7,False,False,False,102.0,111.85714285714286,108.25,26.372860629400407,0.2436291975002347,0.8691418137553256,0,0.07142857142857142,11.80970625798212,1.6871008939974457
2026-04-30,SKU-1000,Snacks,142.0,0,1179.0,7,False,False,False,107.71428571428571,113.57142857142857,108.89285714285714,26.983313479800927,0.247796909620999,0.9484276729559749,0,0.07142857142857142,10.3811320754717,1.4830188679245284
2026-05-01,SKU-1000,Snacks,101.0,0,1078.0,7,False,False,False,105.42857142857143,111.14285714285714,108.64285714285714,27.02428850704805,0.24874427291168488,0.929471032745592,0,0.07142857142857142,9.699228791773779,1.3856041131105399
2026-05-02,SKU-1000,Snacks,109.0,0,969.0,7,False,False,False,110.14285714285714,107.78571428571429,109.28571428571429,26.802234764283895,0.2452492069934474,0.9734848484848485,0,0.07142857142857142,8.990059642147116,1.2842942345924453
2026-05-03,SKU-1000,Snacks,80.0,0,889.0,7,False,False,False,103.85714285714286,102.85714285714286,109.57142857142857,26.430101485810916,0.24121344250414134,0.9173501577287068,0,0.07142857142857142,8.643055555555556,1.2347222222222223
2026-05-04,SKU-1000,Snacks,149.0,0,740.0,7,False,False,False,107.28571428571429,105.0,111.82142857142857,27.024068245737247,0.2416716419293015,0.9283065512978987,0,0.07142857142857142,7.0476190476190474,1.0068027210884354
2026-05-05,SKU-1000,Snacks,89.0,0,651.0,7,False,False,False,101.71428571428571,104.28571428571429,111.67857142857143,27.13758302978385,0.24299722572240096,0.8677635588056063,0,0.07142857142857142,6.242465753424657,0.8917808219178082
2026-05-06,SKU-1000,Snacks,108.0,892,1435.0,7,False,False,False,111.14285714285714,106.57142857142857,111.96428571428571,27.052051531510354,0.24161321942018818,0.9936143039591315,0,0.07142857142857142,13.46514745308311,1.9235924932975872
2026-05-07,SKU-1000,Snacks,102.0,0,1333.0,7,False,False,False,105.42857142857143,106.57142857142857,110.07142857142857,25.75227939775223,0.2339597089996958,0.9283018867924528,0,0.07142857142857142,12.50804289544236,1.78686327077748
